    1,medicine1                                        ,  2.000000,       100,tablet             ,300                ,D
 8568,medicine8568                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8569,medicine8569                                     , 10.000000,       100,injection          ,9mg                ,D
 8570,medicine8570                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8571,medicine8571                                     ,  2.000000,       100,injection          ,1mg                ,D
 8572,medicine8572                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8573,medicine8573                                     ,  4.000000,       100,injection          ,3mg                ,D
 8574,medicine8574                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8575,medicine8575                                     ,  6.000000,       100,injection          ,5mg                ,D
 8576,medicine8576                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8577,medicine8577                                     ,  8.000000,       100,injection          ,7mg                ,D
 8578,medicine8578                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8579,medicine8579                                     , 10.000000,       100,injection          ,9mg                ,D
 8580,medicine8580                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8581,medicine8581                                     ,  2.000000,       100,injection          ,1mg                ,D
 8582,medicine8582                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8583,medicine8583                                     ,  4.000000,       100,injection          ,3mg                ,D
 8584,medicine8584                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8585,medicine8585                                     ,  6.000000,       100,injection          ,5mg                ,D
 8586,medicine8586                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8587,medicine8587                                     ,  8.000000,       100,injection          ,7mg                ,D
 8588,medicine8588                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8589,medicine8589                                     , 10.000000,       100,injection          ,9mg                ,D
 8590,medicine8590                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8591,medicine8591                                     ,  2.000000,       100,injection          ,1mg                ,D
 8592,medicine8592                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8593,medicine8593                                     ,  4.000000,       100,injection          ,3mg                ,D
 8594,medicine8594                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8595,medicine8595                                     ,  6.000000,       100,injection          ,5mg                ,D
 8596,medicine8596                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8597,medicine8597                                     ,  8.000000,       100,injection          ,7mg                ,D
 8598,medicine8598                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8599,medicine8599                                     , 10.000000,       100,injection          ,9mg                ,D
 8600,medicine8600                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8601,medicine8601                                     ,  2.000000,       100,injection          ,1mg                ,D
 8602,medicine8602                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8603,medicine8603                                     ,  4.000000,       100,injection          ,3mg                ,D
 8604,medicine8604                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8605,medicine8605                                     ,  6.000000,       100,injection          ,5mg                ,D
 8606,medicine8606                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8607,medicine8607                                     ,  8.000000,       100,injection          ,7mg                ,D
 8608,medicine8608                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8609,medicine8609                                     , 10.000000,       100,injection          ,9mg                ,D
 8610,medicine8610                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8611,medicine8611                                     ,  2.000000,       100,injection          ,1mg                ,D
 8612,medicine8612                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8613,medicine8613                                     ,  4.000000,       100,injection          ,3mg                ,D
 8614,medicine8614                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8615,medicine8615                                     ,  6.000000,       100,injection          ,5mg                ,D
 8616,medicine8616                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8617,medicine8617                                     ,  8.000000,       100,injection          ,7mg                ,D
 8618,medicine8618                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8619,medicine8619                                     , 10.000000,       100,injection          ,9mg                ,D
 8620,medicine8620                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8621,medicine8621                                     ,  2.000000,       100,injection          ,1mg                ,D
 8622,medicine8622                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8623,medicine8623                                     ,  4.000000,       100,injection          ,3mg                ,D
 8624,medicine8624                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8625,medicine8625                                     ,  6.000000,       100,injection          ,5mg                ,D
 8626,medicine8626                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8627,medicine8627                                     ,  8.000000,       100,injection          ,7mg                ,D
 8628,medicine8628                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8629,medicine8629                                     , 10.000000,       100,injection          ,9mg                ,D
 8630,medicine8630                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8631,medicine8631                                     ,  2.000000,       100,injection          ,1mg                ,D
 8632,medicine8632                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8633,medicine8633                                     ,  4.000000,       100,injection          ,3mg                ,D
 8634,medicine8634                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8635,medicine8635                                     ,  6.000000,       100,injection          ,5mg                ,D
 8636,medicine8636                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8637,medicine8637                                     ,  8.000000,       100,injection          ,7mg                ,D
 8638,medicine8638                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8639,medicine8639                                     , 10.000000,       100,injection          ,9mg                ,D
 8640,medicine8640                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8641,medicine8641                                     ,  2.000000,       100,injection          ,1mg                ,D
 8642,medicine8642                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8643,medicine8643                                     ,  4.000000,       100,injection          ,3mg                ,D
 8644,medicine8644                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8645,medicine8645                                     ,  6.000000,       100,injection          ,5mg                ,D
 8646,medicine8646                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8647,medicine8647                                     ,  8.000000,       100,injection          ,7mg                ,D
 8648,medicine8648                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8649,medicine8649                                     , 10.000000,       100,injection          ,9mg                ,D
 8650,medicine8650                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8651,medicine8651                                     ,  2.000000,       100,injection          ,1mg                ,D
 8652,medicine8652                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8653,medicine8653                                     ,  4.000000,       100,injection          ,3mg                ,D
 8654,medicine8654                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8655,medicine8655                                     ,  6.000000,       100,injection          ,5mg                ,D
 8656,medicine8656                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8657,medicine8657                                     ,  8.000000,       100,injection          ,7mg                ,D
 8658,medicine8658                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8659,medicine8659                                     , 10.000000,       100,injection          ,9mg                ,D
 8660,medicine8660                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8661,medicine8661                                     ,  2.000000,       100,injection          ,1mg                ,D
 8662,medicine8662                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8663,medicine8663                                     ,  4.000000,       100,injection          ,3mg                ,D
 8664,medicine8664                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8665,medicine8665                                     ,  6.000000,       100,injection          ,5mg                ,D
 8666,medicine8666                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8667,medicine8667                                     ,  8.000000,       100,injection          ,7mg                ,D
 8668,medicine8668                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8669,medicine8669                                     , 10.000000,       100,injection          ,9mg                ,D
 8670,medicine8670                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8671,medicine8671                                     ,  2.000000,       100,injection          ,1mg                ,D
 8672,medicine8672                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8673,medicine8673                                     ,  4.000000,       100,injection          ,3mg                ,D
 8674,medicine8674                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8675,medicine8675                                     ,  6.000000,       100,injection          ,5mg                ,D
 8676,medicine8676                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8677,medicine8677                                     ,  8.000000,       100,injection          ,7mg                ,D
 8678,medicine8678                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8679,medicine8679                                     , 10.000000,       100,injection          ,9mg                ,D
 8680,medicine8680                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8681,medicine8681                                     ,  2.000000,       100,injection          ,1mg                ,D
 8682,medicine8682                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8683,medicine8683                                     ,  4.000000,       100,injection          ,3mg                ,D
 8684,medicine8684                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8685,medicine8685                                     ,  6.000000,       100,injection          ,5mg                ,D
 8686,medicine8686                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8687,medicine8687                                     ,  8.000000,       100,injection          ,7mg                ,D
 8688,medicine8688                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8689,medicine8689                                     , 10.000000,       100,injection          ,9mg                ,D
 8690,medicine8690                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8691,medicine8691                                     ,  2.000000,       100,injection          ,1mg                ,D
 8692,medicine8692                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8693,medicine8693                                     ,  4.000000,       100,injection          ,3mg                ,D
 8694,medicine8694                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8695,medicine8695                                     ,  6.000000,       100,injection          ,5mg                ,D
 8696,medicine8696                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8697,medicine8697                                     ,  8.000000,       100,injection          ,7mg                ,D
 8698,medicine8698                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8699,medicine8699                                     , 10.000000,       100,injection          ,9mg                ,D
 8700,medicine8700                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8701,medicine8701                                     ,  2.000000,       100,injection          ,1mg                ,D
 8702,medicine8702                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8703,medicine8703                                     ,  4.000000,       100,injection          ,3mg                ,D
 8704,medicine8704                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8705,medicine8705                                     ,  6.000000,       100,injection          ,5mg                ,D
 8706,medicine8706                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8707,medicine8707                                     ,  8.000000,       100,injection          ,7mg                ,D
 8708,medicine8708                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8709,medicine8709                                     , 10.000000,       100,injection          ,9mg                ,D
 8710,medicine8710                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8711,medicine8711                                     ,  2.000000,       100,injection          ,1mg                ,D
 8712,medicine8712                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8713,medicine8713                                     ,  4.000000,       100,injection          ,3mg                ,D
 8714,medicine8714                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8715,medicine8715                                     ,  6.000000,       100,injection          ,5mg                ,D
 8716,medicine8716                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8717,medicine8717                                     ,  8.000000,       100,injection          ,7mg                ,D
 8718,medicine8718                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8719,medicine8719                                     , 10.000000,       100,injection          ,9mg                ,D
 8720,medicine8720                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8721,medicine8721                                     ,  2.000000,       100,injection          ,1mg                ,D
 8722,medicine8722                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8723,medicine8723                                     ,  4.000000,       100,injection          ,3mg                ,D
 8724,medicine8724                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8725,medicine8725                                     ,  6.000000,       100,injection          ,5mg                ,D
 8726,medicine8726                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8727,medicine8727                                     ,  8.000000,       100,injection          ,7mg                ,D
 8728,medicine8728                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8729,medicine8729                                     , 10.000000,       100,injection          ,9mg                ,D
 8730,medicine8730                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8731,medicine8731                                     ,  2.000000,       100,injection          ,1mg                ,D
 8732,medicine8732                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8733,medicine8733                                     ,  4.000000,       100,injection          ,3mg                ,D
 8734,medicine8734                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8735,medicine8735                                     ,  6.000000,       100,injection          ,5mg                ,D
 8736,medicine8736                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8737,medicine8737                                     ,  8.000000,       100,injection          ,7mg                ,D
 8738,medicine8738                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8739,medicine8739                                     , 10.000000,       100,injection          ,9mg                ,D
 8740,medicine8740                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8741,medicine8741                                     ,  2.000000,       100,injection          ,1mg                ,D
 8742,medicine8742                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8743,medicine8743                                     ,  4.000000,       100,injection          ,3mg                ,D
 8744,medicine8744                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8745,medicine8745                                     ,  6.000000,       100,injection          ,5mg                ,D
 8746,medicine8746                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8747,medicine8747                                     ,  8.000000,       100,injection          ,7mg                ,D
 8748,medicine8748                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8749,medicine8749                                     , 10.000000,       100,injection          ,9mg                ,D
 8750,medicine8750                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8751,medicine8751                                     ,  2.000000,       100,injection          ,1mg                ,D
 8752,medicine8752                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8753,medicine8753                                     ,  4.000000,       100,injection          ,3mg                ,D
 8754,medicine8754                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8755,medicine8755                                     ,  6.000000,       100,injection          ,5mg                ,D
 8756,medicine8756                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8757,medicine8757                                     ,  8.000000,       100,injection          ,7mg                ,D
 8758,medicine8758                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8759,medicine8759                                     , 10.000000,       100,injection          ,9mg                ,D
 8760,medicine8760                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8761,medicine8761                                     ,  2.000000,       100,injection          ,1mg                ,D
 8762,medicine8762                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8763,medicine8763                                     ,  4.000000,       100,injection          ,3mg                ,D
 8764,medicine8764                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8765,medicine8765                                     ,  6.000000,       100,injection          ,5mg                ,D
 8766,medicine8766                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8767,medicine8767                                     ,  8.000000,       100,injection          ,7mg                ,D
 8768,medicine8768                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8769,medicine8769                                     , 10.000000,       100,injection          ,9mg                ,D
 8770,medicine8770                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8771,medicine8771                                     ,  2.000000,       100,injection          ,1mg                ,D
 8772,medicine8772                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8773,medicine8773                                     ,  4.000000,       100,injection          ,3mg                ,D
 8774,medicine8774                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8775,medicine8775                                     ,  6.000000,       100,injection          ,5mg                ,D
 8776,medicine8776                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8777,medicine8777                                     ,  8.000000,       100,injection          ,7mg                ,D
 8778,medicine8778                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8779,medicine8779                                     , 10.000000,       100,injection          ,9mg                ,D
 8780,medicine8780                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8781,medicine8781                                     ,  2.000000,       100,injection          ,1mg                ,D
 8782,medicine8782                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8783,medicine8783                                     ,  4.000000,       100,injection          ,3mg                ,D
 8784,medicine8784                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8785,medicine8785                                     ,  6.000000,       100,injection          ,5mg                ,D
 8786,medicine8786                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8787,medicine8787                                     ,  8.000000,       100,injection          ,7mg                ,D
 8788,medicine8788                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8789,medicine8789                                     , 10.000000,       100,injection          ,9mg                ,D
 8790,medicine8790                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8791,medicine8791                                     ,  2.000000,       100,injection          ,1mg                ,D
 8792,medicine8792                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8793,medicine8793                                     ,  4.000000,       100,injection          ,3mg                ,D
 8794,medicine8794                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8795,medicine8795                                     ,  6.000000,       100,injection          ,5mg                ,D
 8796,medicine8796                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8797,medicine8797                                     ,  8.000000,       100,injection          ,7mg                ,D
 8798,medicine8798                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8799,medicine8799                                     , 10.000000,       100,injection          ,9mg                ,D
 8800,medicine8800                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8801,medicine8801                                     ,  2.000000,       100,injection          ,1mg                ,D
 8802,medicine8802                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8803,medicine8803                                     ,  4.000000,       100,injection          ,3mg                ,D
 8804,medicine8804                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8805,medicine8805                                     ,  6.000000,       100,injection          ,5mg                ,D
 8806,medicine8806                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8807,medicine8807                                     ,  8.000000,       100,injection          ,7mg                ,D
 8808,medicine8808                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8809,medicine8809                                     , 10.000000,       100,injection          ,9mg                ,D
 8810,medicine8810                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8811,medicine8811                                     ,  2.000000,       100,injection          ,1mg                ,D
 8812,medicine8812                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8813,medicine8813                                     ,  4.000000,       100,injection          ,3mg                ,D
 8814,medicine8814                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8815,medicine8815                                     ,  6.000000,       100,injection          ,5mg                ,D
 8816,medicine8816                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8817,medicine8817                                     ,  8.000000,       100,injection          ,7mg                ,D
 8818,medicine8818                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8819,medicine8819                                     , 10.000000,       100,injection          ,9mg                ,D
 8820,medicine8820                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8821,medicine8821                                     ,  2.000000,       100,injection          ,1mg                ,D
 8822,medicine8822                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8823,medicine8823                                     ,  4.000000,       100,injection          ,3mg                ,D
 8824,medicine8824                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8825,medicine8825                                     ,  6.000000,       100,injection          ,5mg                ,D
 8826,medicine8826                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8827,medicine8827                                     ,  8.000000,       100,injection          ,7mg                ,D
 8828,medicine8828                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8829,medicine8829                                     , 10.000000,       100,injection          ,9mg                ,D
 8830,medicine8830                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8831,medicine8831                                     ,  2.000000,       100,injection          ,1mg                ,D
 8832,medicine8832                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8833,medicine8833                                     ,  4.000000,       100,injection          ,3mg                ,D
 8834,medicine8834                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8835,medicine8835                                     ,  6.000000,       100,injection          ,5mg                ,D
 8836,medicine8836                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8837,medicine8837                                     ,  8.000000,       100,injection          ,7mg                ,D
 8838,medicine8838                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8839,medicine8839                                     , 10.000000,       100,injection          ,9mg                ,D
 8840,medicine8840                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8841,medicine8841                                     ,  2.000000,       100,injection          ,1mg                ,D
 8842,medicine8842                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8843,medicine8843                                     ,  4.000000,       100,injection          ,3mg                ,D
 8844,medicine8844                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8845,medicine8845                                     ,  6.000000,       100,injection          ,5mg                ,D
 8846,medicine8846                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8847,medicine8847                                     ,  8.000000,       100,injection          ,7mg                ,D
 8848,medicine8848                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8849,medicine8849                                     , 10.000000,       100,injection          ,9mg                ,D
 8850,medicine8850                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8851,medicine8851                                     ,  2.000000,       100,injection          ,1mg                ,D
 8852,medicine8852                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8853,medicine8853                                     ,  4.000000,       100,injection          ,3mg                ,D
 8854,medicine8854                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8855,medicine8855                                     ,  6.000000,       100,injection          ,5mg                ,D
 8856,medicine8856                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8857,medicine8857                                     ,  8.000000,       100,injection          ,7mg                ,D
 8858,medicine8858                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8859,medicine8859                                     , 10.000000,       100,injection          ,9mg                ,D
 8860,medicine8860                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8861,medicine8861                                     ,  2.000000,       100,injection          ,1mg                ,D
 8862,medicine8862                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8863,medicine8863                                     ,  4.000000,       100,injection          ,3mg                ,D
 8864,medicine8864                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8865,medicine8865                                     ,  6.000000,       100,injection          ,5mg                ,D
 8866,medicine8866                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8867,medicine8867                                     ,  8.000000,       100,injection          ,7mg                ,D
 8868,medicine8868                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8869,medicine8869                                     , 10.000000,       100,injection          ,9mg                ,D
 8870,medicine8870                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8871,medicine8871                                     ,  2.000000,       100,injection          ,1mg                ,D
 8872,medicine8872                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8873,medicine8873                                     ,  4.000000,       100,injection          ,3mg                ,D
 8874,medicine8874                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8875,medicine8875                                     ,  6.000000,       100,injection          ,5mg                ,D
 8876,medicine8876                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8877,medicine8877                                     ,  8.000000,       100,injection          ,7mg                ,D
 8878,medicine8878                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8879,medicine8879                                     , 10.000000,       100,injection          ,9mg                ,D
 8880,medicine8880                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8881,medicine8881                                     ,  2.000000,       100,injection          ,1mg                ,D
 8882,medicine8882                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8883,medicine8883                                     ,  4.000000,       100,injection          ,3mg                ,D
 8884,medicine8884                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8885,medicine8885                                     ,  6.000000,       100,injection          ,5mg                ,D
 8886,medicine8886                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8887,medicine8887                                     ,  8.000000,       100,injection          ,7mg                ,D
 8888,medicine8888                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8889,medicine8889                                     , 10.000000,       100,injection          ,9mg                ,D
 8890,medicine8890                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8891,medicine8891                                     ,  2.000000,       100,injection          ,1mg                ,D
 8892,medicine8892                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8893,medicine8893                                     ,  4.000000,       100,injection          ,3mg                ,D
 8894,medicine8894                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8895,medicine8895                                     ,  6.000000,       100,injection          ,5mg                ,D
 8896,medicine8896                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8897,medicine8897                                     ,  8.000000,       100,injection          ,7mg                ,D
 8898,medicine8898                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8899,medicine8899                                     , 10.000000,       100,injection          ,9mg                ,D
 8900,medicine8900                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8901,medicine8901                                     ,  2.000000,       100,injection          ,1mg                ,D
 8902,medicine8902                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8903,medicine8903                                     ,  4.000000,       100,injection          ,3mg                ,D
 8904,medicine8904                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8905,medicine8905                                     ,  6.000000,       100,injection          ,5mg                ,D
 8906,medicine8906                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8907,medicine8907                                     ,  8.000000,       100,injection          ,7mg                ,D
 8908,medicine8908                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8909,medicine8909                                     , 10.000000,       100,injection          ,9mg                ,D
 8910,medicine8910                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8911,medicine8911                                     ,  2.000000,       100,injection          ,1mg                ,D
 8912,medicine8912                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8913,medicine8913                                     ,  4.000000,       100,injection          ,3mg                ,D
 8914,medicine8914                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8915,medicine8915                                     ,  6.000000,       100,injection          ,5mg                ,D
 8916,medicine8916                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8917,medicine8917                                     ,  8.000000,       100,injection          ,7mg                ,D
 8918,medicine8918                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8919,medicine8919                                     , 10.000000,       100,injection          ,9mg                ,D
 8920,medicine8920                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8921,medicine8921                                     ,  2.000000,       100,injection          ,1mg                ,D
 8922,medicine8922                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8923,medicine8923                                     ,  4.000000,       100,injection          ,3mg                ,D
 8924,medicine8924                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8925,medicine8925                                     ,  6.000000,       100,injection          ,5mg                ,D
 8926,medicine8926                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8927,medicine8927                                     ,  8.000000,       100,injection          ,7mg                ,D
 8928,medicine8928                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8929,medicine8929                                     , 10.000000,       100,injection          ,9mg                ,D
 8930,medicine8930                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8931,medicine8931                                     ,  2.000000,       100,injection          ,1mg                ,D
 8932,medicine8932                                     ,  3.000000,       100,tablet             ,2mg                ,A
 8933,medicine8933                                     ,  4.000000,       100,injection          ,3mg                ,D
 8934,medicine8934                                     ,  5.000000,       100,tablet             ,4mg                ,A
 8935,medicine8935                                     ,  6.000000,       100,injection          ,5mg                ,D
 8936,medicine8936                                     ,  7.000000,       100,tablet             ,6mg                ,A
 8937,medicine8937                                     ,  8.000000,       100,injection          ,7mg                ,D
 8938,medicine8938                                     ,  9.000000,       100,tablet             ,8mg                ,A
 8939,medicine8939                                     , 10.000000,       100,injection          ,9mg                ,D
 8940,medicine8940                                     ,  1.000000,       100,tablet             ,0mg                ,A
 8941,medicine8941                                     ,  2.000000,       100,injection          ,1mg                ,D
 8942,medicine8942                                     ,  3.000000,       100,tablet             ,2mg                ,A
